planner,terrain,density,seed,obsFrac,numUAV,mission_time_s,fleet_energy_MJ,energy_per_UAV_MJ,HPC_pct,sorties,energy_per_bit_J,any_collision,met_hpc_target,composite_score,is_optimal_for_seed
greedy,hilly,low,31504,0,2,1456.25,4.40341566032293,2.20170783016147,17.6036342986939,5,1006.36062908173,0,0,20.4045212211832,1
greedy,hilly,low,31504,0,3,1131.25,4.43429123810117,1.47809707936706,14.5371947756956,5,1050.23872299204,0,0,21.3762647921588,0
greedy,hilly,low,31504,0,4,943.75,4.41553207795886,1.10388301948971,14.0829074389551,5,1157.91542098085,0,0,21.4769823486456,0
greedy,hilly,low,31504,0,5,856.25,4.41861611909585,0.883723223819169,9.54003407155026,5,1453.50449195015,1,0,31.0155995943916,0
greedy,hilly,low,31504,0,6,781.25,4.43658629179571,0.739431048632619,11.3571834185122,5,1305.04793294899,1,0,30.4173994771257,0
greedy,hilly,low,31504,0,7,737.5,4.45846579073923,0.636923684391319,10.9596819988643,5,1257.87572678584,1,0,30.5670625763118,0
greedy,hilly,low,31504,0,8,700,4.40543286074015,0.550679107592518,11.130039750142,5,1277.35199749204,1,0,30.3494977011768,0
greedy,hilly,low,31504,0,9,662.5,4.42698493778635,0.491887215309594,8.97217490062465,5,1417.34080076636,1,0,31.1454353455212,0
greedy,hilly,low,31504,0,10,650,4.49695889421181,0.449695889421181,9.31289040318001,5,1483.0957300677,1,0,31.306132879046,0
greedy,hilly,low,31505,0,1,3562.5,4.40389765794679,4.40389765794679,0.225352112676056,5,12391.9956339472,0,0,26.1323943661972,0
greedy,hilly,low,31505,0,2,1593.75,4.40792825559015,2.20396412779507,7.43661971830986,5,1591.48448139264,0,0,23.4212807613458,0
greedy,hilly,low,31505,0,3,1162.5,4.43472261734675,1.47824087244892,6.70422535211268,5,1707.65623875093,0,0,23.6931755842308,0
greedy,hilly,low,31505,0,4,975,4.44801602387366,1.11200400596842,8.61971830985915,5,1467.57453313266,1,0,31.139906911521,0
greedy,hilly,low,31505,0,5,862.5,4.47470318736935,0.89494063747387,9.1830985915493,5,1398.95054802074,0,0,23.0611840051193,1
greedy,hilly,low,31505,0,6,787.5,4.43785555895935,0.739642593159892,6.53521126760563,5,1761.20309067644,1,0,31.7066847201378,0
greedy,hilly,low,31505,0,7,731.25,4.41314760681128,0.630449658115896,7.83098591549296,5,1456.89402776486,1,0,31.2023830562399,0
greedy,hilly,low,31505,0,8,693.75,4.43813116174668,0.554766395218335,7.2112676056338,5,1483.03511195626,1,0,31.4845667785542,0
greedy,hilly,low,31505,0,9,662.5,4.46548199846577,0.496164666496196,6.42253521126761,5,1586.12215816193,1,0,31.8299493619786,0
greedy,hilly,low,31505,0,10,637.5,4.47833984925587,0.447833984925587,6.59154929577465,5,1550.54553130012,1,0,31.8266722355978,0
greedy,hilly,low,31506,0,1,3162.5,4.40823235802276,4.40823235802276,6.49132624510353,5,2261.97056019627,0,0,24.268773570354,0
greedy,hilly,low,31506,0,2,1475,4.40187342611737,2.20093671305869,15.5008393956351,5,1029.44847626486,0,0,20.9944076909977,0
greedy,hilly,low,31506,0,3,1137.5,4.42178741042283,1.47392913680761,16.0044767767208,5,1015.64257775474,0,0,20.8332922520209,0
greedy,hilly,low,31506,0,4,950,4.42724454404785,1.10681113601196,16.2283156127588,5,983.769357293261,0,0,20.7417491900832,1
greedy,hilly,low,31506,0,5,831.25,4.40133372918676,0.880266745837352,13.4303301622832,5,1198.95854457673,1,0,29.552099962909,0
greedy,hilly,low,31506,0,6,762.5,4.43518542363323,0.739197570605539,11.7515388919978,5,1327.2100708174,1,0,30.1543010708322,0
greedy,hilly,low,31506,0,7,718.75,4.47143801362972,0.638776859089961,13.1505316172356,5,1179.02408372198,1,0,29.7778742230496,0
greedy,hilly,low,31506,0,8,687.5,4.43567399869343,0.554459249836679,10.800223838836,5,1346.15104727541,1,0,30.4334052322436,0
greedy,hilly,low,31506,0,9,662.5,4.5293117047778,0.503256856086422,10.9681029658646,5,1408.23936846728,1,0,30.6131546694103,0
greedy,hilly,low,31506,0,10,637.5,4.41642439103323,0.441642439103323,11.0240626748741,5,1315.38579872645,1,0,30.3059880045753,0
greedy,hilly,low,31507,0,1,3306.25,4.40296658893284,4.40296658893284,5.06186726659168,5,3547.71695492373,0,0,24.6814398200225,0
greedy,hilly,low,31507,0,2,1787.5,4.40492392617615,2.20246196308807,7.53655793025872,5,2313.04328383401,0,0,23.5599762227433,0
greedy,hilly,low,31507,0,3,1175,4.43364597581972,1.47788199193991,13.3295838020247,5,1299.271075477,0,0,21.6959294184403,0
greedy,hilly,low,31507,0,4,962.5,4.44253747003366,1.11063436750842,13.9482564679415,5,1202.18462691799,0,0,21.4955707458789,1
greedy,hilly,low,31507,0,5,843.75,4.42200190036434,0.884400380072869,14.2294713160855,5,1216.02488243904,1,0,29.3270203535698,0
greedy,hilly,low,31507,0,6,775,4.43506637748444,0.739177729580739,11.0798650168729,5,1464.88522203333,1,0,30.3367887074058,0
greedy,hilly,low,31507,0,7,725,4.45304331566929,0.636149045095613,11.7547806524184,5,1444.86139842814,1,0,30.1839242221635,0
greedy,hilly,low,31507,0,8,700,4.4933552684135,0.561669408551687,12.5984251968504,5,1435.99990237855,1,0,30.0597457356815,0
greedy,hilly,low,31507,0,9,656.25,4.43811972160412,0.493124413511569,11.7547806524184,5,1462.52651597763,1,0,30.1263477851531,0
greedy,hilly,low,31507,0,10,637.5,4.41484542019601,0.441484542019601,9.28008998875141,5,1681.91633834165,1,0,30.8167578387647,0
greedy,hilly,medium,31522,0,1,2375,4.40497594666886,4.40497594666886,15.9977703455964,5,1076.48687958145,0,0,21.1006688963211,1
greedy,hilly,medium,31522,0,2,1593.75,4.42312509924305,2.21156254962152,12.3745819397993,5,1275.59825526813,0,0,22.2211107738189,0
greedy,hilly,medium,31522,0,3,1137.5,4.43386438726843,1.47795479575614,14.4927536231884,5,1108.4274929636,0,0,21.3947417168712,0
greedy,hilly,medium,31522,0,4,950,4.41272418494692,1.10318104623673,12.7090301003344,5,1112.56312446152,0,0,21.8147967327119,0
greedy,hilly,medium,31522,0,5,831.25,4.43771646495406,0.887543292990813,14.2140468227425,5,1170.94710763519,0,0,21.4683255328967,0
greedy,hilly,medium,31522,0,6,775,4.44797049888434,0.741328416480722,11.4827201783724,5,1362.25882828264,1,0,30.4536537170448,0
greedy,hilly,medium,31522,0,7,718.75,4.41902657470358,0.63128951067194,12.3188405797101,5,1287.95795004142,1,0,30.0317499701429,0
greedy,hilly,medium,31522,0,8,681.25,4.44178615896465,0.555223269870581,11.9286510590858,5,1302.54744882149,1,0,30.2319480108683,0
greedy,hilly,medium,31522,0,9,656.25,4.48939110059776,0.498821233399751,10.2564102564103,5,1479.55395902509,1,0,31.028811690102,0
greedy,hilly,medium,31522,0,10,631.25,4.40603026773787,0.440603026773787,10.0891861761427,5,1476.65070141345,1,0,30.774830186865,0
greedy,hilly,medium,31523,0,1,2650,4.40343064953349,4.40343064953349,14.1340782122905,5,1248.84766640977,0,0,21.8792576157497,0
greedy,hilly,medium,31523,0,2,1450,4.4143800685361,2.20719003426805,15.1396648044693,5,1078.19257162308,0,0,21.2214432030587,0
greedy,hilly,medium,31523,0,3,1106.25,4.40169852803351,1.46723284267784,16.0893854748603,5,1011.12282444497,0,0,20.7663520594053,1
greedy,hilly,medium,31523,0,4,943.75,4.45558350498373,1.11389587624593,14.1899441340782,5,1148.48668978691,0,0,21.6038942110535,0
greedy,hilly,medium,31523,0,5,837.5,4.42321387127643,0.884642774255286,15.7541899441341,5,1031.21872027236,0,0,20.9020275349606,0
greedy,hilly,medium,31523,0,6,775,4.41389057578746,0.73564842929791,14.6927374301676,5,1074.29987619216,1,0,29.2162558521783,0
greedy,hilly,medium,31523,0,7,725,4.49330671149155,0.641900958784507,12.2905027932961,5,1301.76957072021,1,0,30.3916468984015,0
greedy,hilly,medium,31523,0,8,681.25,4.44149910711311,0.555187388389138,12.5139664804469,5,1262.54433885132,1,0,30.1109727325574,0
greedy,hilly,medium,31523,0,9,656.25,4.45247281963333,0.494719202181481,11.3966480446927,5,1339.46953708819,1,0,30.5463224071688,0
greedy,hilly,medium,31523,0,10,637.5,4.45393097770841,0.445393097770841,11.731843575419,5,1344.6801252401,1,0,30.4514986206943,0
greedy,hilly,medium,31524,0,1,2943.75,4.4028193249258,4.4028193249258,9.85523385300668,5,1560.84425429396,0,0,23.1830594325048,0
greedy,hilly,medium,31524,0,2,1493.75,4.41640365588173,2.20820182794087,14.8106904231626,5,1113.80028786012,0,0,21.2527418468035,1
greedy,hilly,medium,31524,0,3,1118.75,4.41850769221296,1.47283589740432,14.086859688196,5,1182.57741309328,1,0,29.4489939822299,0
greedy,hilly,medium,31524,0,4,950,4.45129061611996,1.11282265402999,14.7550111358575,5,1148.16338309864,1,0,29.3168881820089,0
greedy,hilly,medium,31524,0,5,843.75,4.43494718259693,0.886989436519386,13.0846325167038,5,1232.8379366854,1,0,29.7870146358463,0
greedy,hilly,medium,31524,0,6,787.5,4.43843391339511,0.739738985565852,13.3073496659243,5,1206.57737894374,1,0,29.7086922448022,0
greedy,hilly,medium,31524,0,7,737.5,4.42127590473593,0.631610843533705,11.358574610245,5,1406.38663061805,1,0,30.3309503918214,0
greedy,hilly,medium,31524,0,8,706.25,4.48750458713962,0.560938073392453,11.1915367483296,5,1422.32647757715,1,0,30.6187882559273,0
greedy,hilly,medium,31524,0,9,668.75,4.47923245491444,0.497692494990493,10.022271714922,5,1551.46800681219,1,0,31.0029656686961,0
greedy,hilly,medium,31524,0,10,643.75,4.46208682392224,0.446208682392224,8.9086859688196,5,1673.46902835994,1,0,31.3373510452205,0
greedy,hilly,medium,31525,0,1,3206.25,4.40328791177949,4.40328791177949,5.88565022421525,5,3084.59065525162,0,0,24.4355978480517,0
greedy,hilly,medium,31525,0,2,1493.75,4.40279785961301,2.20139892980651,12.2757847533632,5,1177.27438011907,0,0,21.9698552230398,0
greedy,hilly,medium,31525,0,3,1100,4.43635984607043,1.47878661535681,13.957399103139,5,1046.44357406236,0,0,21.4733470544556,1
greedy,hilly,medium,31525,0,4,931.25,4.4104506251196,1.1026126562799,10.8744394618834,5,1207.90779887541,0,0,22.3273670377372,0
greedy,hilly,medium,31525,0,5,837.5,4.44401584518012,0.888803169036025,11.7152466367713,5,1129.47952181371,1,0,30.1375381415404,0
greedy,hilly,medium,31525,0,6,768.75,4.47195446701483,0.745325744502471,8.96860986547085,5,1360.71541580751,1,0,31.058570845384,0
greedy,hilly,medium,31525,0,7,725,4.45331635054123,0.636188050077318,8.96860986547085,5,1369.75186378613,1,0,31.003914941754,0
greedy,hilly,medium,31525,0,8,687.5,4.4724274285509,0.559053428568862,11.042600896861,5,1229.1942991596,1,0,30.4056103683045,0
greedy,hilly,medium,31525,0,9,656.25,4.42637196015738,0.491819106684153,7.56726457399103,5,1626.61229874868,1,0,31.3803328945079,0
greedy,hilly,medium,31525,0,10,637.5,4.51650650556903,0.451650650556903,8.68834080717489,5,1524.88245287799,1,0,31.2639203809101,0
greedy,hilly,medium,31526,0,1,3068.75,4.40714314612885,4.40714314612885,2.79955207166853,5,2691.79895049172,0,0,25.3683274908102,0
greedy,hilly,medium,31526,0,2,1456.25,4.41337859259052,2.20668929629526,11.8141097424412,5,1169.83083040004,0,0,22.131508715646,0
greedy,hilly,medium,31526,0,3,1075,4.40396464334319,1.46798821444773,13.7737961926092,5,1079.70813003338,0,0,21.4398405766645,1
greedy,hilly,medium,31526,0,4,906.25,4.42737366282243,1.10684341570561,13.1578947368421,5,1137.53383366945,0,0,21.667949105919,0
greedy,hilly,medium,31526,0,5,825,4.45784518328118,0.891569036656236,10.2463605823068,5,1341.30125471359,1,0,30.6445069255634,0
greedy,hilly,medium,31526,0,6,756.25,4.43380131408728,0.738966885681213,11.2541993281075,5,1252.1499496488,1,0,30.252276731761,0
greedy,hilly,medium,31526,0,7,718.75,4.52034908914806,0.645764155592581,10.3583426651736,5,1392.45585229754,1,0,30.7640652010753,0
greedy,hilly,medium,31526,0,8,687.5,4.47080753470273,0.558850941837841,9.63045912653975,5,1439.64647989,1,0,30.8583692715264,0
greedy,hilly,medium,31526,0,9,650,4.45022246774543,0.494469163082826,8.73460246360582,5,1531.12624739165,1,0,31.0849190293769,0
greedy,hilly,medium,31526,0,10,637.5,4.51579214561892,0.451579214561892,8.79059350503919,5,1543.61096982687,1,0,31.2374050906274,0
greedy,hilly,medium,31527,0,1,3606.25,4.4008003230519,4.4008003230519,0.337078651685393,5,17718.0714969685,0,0,26.0988764044944,0
greedy,hilly,medium,31527,0,2,1643.75,4.40767688050913,2.20383844025456,11.0674157303371,5,1544.04318787544,0,0,22.3414410775768,0
greedy,hilly,medium,31527,0,3,1193.75,4.42432809115158,1.47477603038386,13.6516853932584,5,1241.80317006099,0,0,21.547804566421,0
greedy,hilly,medium,31527,0,4,993.75,4.42324652439775,1.10581163109944,15,5,1136.02154426919,0,0,21.1112172572747,1
greedy,hilly,medium,31527,0,5,887.5,4.454045982716,0.8908091965432,12.1910112359551,5,1317.90483253395,1,0,30.031613720861,0
greedy,hilly,medium,31527,0,6,800,4.45054835540479,0.741758059234132,14.2134831460674,5,1157.21254740005,0,0,21.4000429985009,0
greedy,hilly,medium,31527,0,7,750,4.46498950408053,0.637855643440075,13.5393258426966,5,1229.80050884416,1,0,29.6384675891076,0
greedy,hilly,medium,31527,0,8,712.5,4.40226184402726,0.550282730503408,11.0112359550562,5,1369.42358742765,1,0,30.2135216726344,0
greedy,hilly,medium,31527,0,9,681.25,4.50486948163299,0.500541053514776,10.9550561797753,5,1391.88326642398,1,0,30.5223404883856,0
greedy,hilly,medium,31527,0,10,650,4.43388067076707,0.443388067076707,10.8426966292135,5,1392.23742678718,1,0,30.3471870975669,0
greedy,hilly,high,31542,0,1,2418.75,4.40115775147584,4.40115775147584,16.280384397965,5,1072.48302084469,0,0,21.0158846806105,1
greedy,hilly,high,31542,0,2,1625,4.4197099351503,2.20985496757515,10.5144149236857,5,1632.39311446533,0,0,22.9086744539024,0
greedy,hilly,high,31542,0,3,1193.75,4.4096245894376,1.46987486314587,11.8145845110232,5,1428.48514961088,0,0,22.2901061457641,0
greedy,hilly,high,31542,0,4,975,4.4091800735811,1.10229501839528,10.4013566986998,5,1600.73938613855,1,0,30.7562573236346,0
greedy,hilly,high,31542,0,5,868.75,4.45310749030072,0.890621498060144,13.7931034482759,5,1217.13079026092,1,0,29.606993893384,0
greedy,hilly,high,31542,0,6,781.25,4.42375570661871,0.737292617769784,13.68004522329,5,1202.03871450401,1,0,29.5479220733174,0
greedy,hilly,high,31542,0,7,725,4.44086962864898,0.634409946949854,12.0407009609949,5,1376.1515692679,1,0,30.1584305477514,0
greedy,hilly,high,31542,0,8,706.25,4.53610056867786,0.567012571084733,11.8711136235161,5,1341.79980350646,1,0,30.3984045242407,0
greedy,hilly,high,31542,0,9,668.75,4.51630757037609,0.50181195226401,12.832108535896,5,1292.9806626755,1,0,30.0315246079239,0
greedy,hilly,high,31542,0,10,637.5,4.4022576044168,0.44022576044168,10.1752402487281,5,1450.41538499116,1,0,30.6523693554354,0
greedy,hilly,high,31543,0,1,3156.25,4.40069042904198,4.40069042904198,5.85284280936455,5,2789.51954688869,0,0,24.4441471571906,0
greedy,hilly,high,31543,0,2,1450,4.41153272557915,2.20576636278958,14.1583054626533,5,1212.77394611155,0,0,21.4435492211184,0
greedy,hilly,high,31543,0,3,1087.5,4.42015871796371,1.47338623932124,15.7748049052397,5,1066.60112293569,0,0,20.9042718677516,1
greedy,hilly,high,31543,0,4,925,4.41635993194284,1.10408998298571,14.7714604236343,5,1153.9639658782,0,0,21.1821713163264,0
greedy,hilly,high,31543,0,5,837.5,4.48036759293734,0.896073518587467,12.0401337792642,5,1427.37547077654,1,0,30.2471676528485,0
greedy,hilly,high,31543,0,6,768.75,4.43614657653141,0.739357762755236,14.3255295429208,5,1175.22076109846,1,0,29.3603892103219,0
greedy,hilly,high,31543,0,7,725,4.49120897434502,0.641601282049289,11.8171683389075,5,1480.35114768662,1,0,30.3413425819114,0
greedy,hilly,high,31543,0,8,681.25,4.4166721794421,0.552084022430262,12.876254180602,5,1263.62282173822,1,0,29.7322469506034,0
greedy,hilly,high,31543,0,9,662.5,4.4913303905702,0.499036710063355,12.2073578595318,5,1363.46692431057,1,0,30.1944343485522,0
greedy,hilly,high,31543,0,10,631.25,4.44490724235069,0.444490724235069,11.371237458194,5,1455.99718451144,1,0,30.3027803733012,0
greedy,hilly,high,31544,0,1,3106.25,4.40828636882367,4.40828636882367,6.71103716028841,5,2257.5752790882,0,0,24.192011651284,0
greedy,hilly,high,31544,0,2,1418.75,4.40671995704457,2.20335997852229,13.2556849694953,5,1101.98692022821,0,0,21.6512542068844,1
greedy,hilly,high,31544,0,3,1062.5,4.43379553446661,1.4779318448222,13.1447587354409,5,1107.70268391973,0,0,21.7205903009106,0
greedy,hilly,high,31544,0,4,912.5,4.41049972995802,1.10262493248951,12.0909595119246,5,1199.59722559016,1,0,29.9572441583221,0
greedy,hilly,high,31544,0,5,825,4.44988305195239,0.889976610390478,12.2573488630061,5,1258.3460811082,1,0,30.0423010838928,0
greedy,hilly,high,31544,0,6,750,4.43365911191061,0.738943185318435,11.2590127565169,5,1363.72674848591,1,0,30.3019385846746,0
greedy,hilly,high,31544,0,7,706.25,4.46498656342645,0.637855223346636,11.0371602884082,5,1343.07006497312,1,0,30.462532110867,0
greedy,hilly,high,31544,0,8,668.75,4.49500499298417,0.561875624123021,10.3161397670549,5,1499.08479635337,1,0,30.8153007579903,0
greedy,hilly,high,31544,0,9,650,4.48896744147622,0.498774160164024,10.2052135330006,5,1475.94278515437,1,0,30.8190319972287,0
greedy,hilly,high,31544,0,10,625,4.47275826574388,0.447275826574388,8.31946755407654,5,1662.23037866283,1,0,31.374007170003,0
greedy,hilly,high,31545,0,1,2456.25,4.404358851079,4.404358851079,16.2528216704289,5,1020.68607962595,0,0,21.0363099406111,0
greedy,hilly,high,31545,0,2,1437.5,4.40130239540625,2.20065119770312,15.8013544018059,5,1027.17100540707,0,0,20.9430827974175,0
greedy,hilly,high,31545,0,3,1118.75,4.40741597795575,1.46913865931858,16.0835214446953,5,1015.76547059092,0,0,20.7985909334705,1
greedy,hilly,high,31545,0,4,918.75,4.40610448996306,1.10152612249077,13.2618510158014,5,1185.52637769481,0,0,21.709573186785,0
greedy,hilly,high,31545,0,5,850,4.43896635836952,0.887793271673904,12.6410835214447,5,1193.71933929529,1,0,29.9818105504823,0
greedy,hilly,high,31545,0,6,768.75,4.47248935377724,0.745414892296206,12.1896162528217,5,1210.08982221041,1,0,30.2078431550852,0
greedy,hilly,high,31545,0,7,725,4.50430880857808,0.643472686939726,11.2866817155756,5,1312.2781230461,1,0,30.6293654198918,0
greedy,hilly,high,31545,0,8,681.25,4.44116603056882,0.555145753821102,10.9480812641084,5,1454.27722644746,1,0,30.6313481921966,0
greedy,hilly,high,31545,0,9,662.5,4.46439837346987,0.496044263718875,10.7223476297968,5,1393.39178281657,1,0,30.7223351813283,0
greedy,hilly,high,31545,0,10,637.5,4.46551994065396,0.446551994065396,10.1580135440181,5,1469.31991610394,1,0,30.9396256855363,0
greedy,hilly,high,31546,0,1,3475,4.40445612484444,4.40445612484444,3.45025876940771,5,4911.90907986688,0,0,25.1649321786677,0
greedy,hilly,high,31546,0,2,1775,4.4109179791842,2.2054589895921,7.59056929269695,5,2219.4511249304,0,0,23.4889471234821,0
greedy,hilly,high,31546,0,3,1175,4.42293641654429,1.4743121388481,14.3760782058654,5,1235.2212524893,0,0,21.3234934713426,0
greedy,hilly,high,31546,0,4,931.25,4.43711931729655,1.10927982932414,15.7561817136285,5,1092.82657346947,0,0,20.9017903894886,1
greedy,hilly,high,31546,0,5,831.25,4.45177305498687,0.890354610997373,15.2961472110408,5,1161.2309779765,1,0,29.0702092531211,0
greedy,hilly,high,31546,0,6,775,4.4868048711064,0.747800811851066,11.6733755031627,5,1463.00857733682,1,0,30.2663674472517,0
greedy,hilly,high,31546,0,7,718.75,4.50843121142441,0.644061601632059,13.2259919493962,5,1305.45329961792,1,0,29.8380286216196,0
greedy,hilly,high,31546,0,8,681.25,4.40445245149643,0.550556556437054,11.7308798159862,5,1466.36327597155,1,0,30.0162458467151,0
greedy,hilly,high,31546,0,9,656.25,4.42702388461208,0.491891542734676,10.9258194364577,5,1577.017080157,1,0,30.3232077783963,0
greedy,hilly,high,31546,0,10,637.5,4.51679309378166,0.451679309378166,12.1334100057504,5,1393.40631798518,1,0,30.1835884083985,0
greedy,hilly,high,31547,0,1,2425,4.40022066044458,4.40022066044458,16.6190748143918,5,1042.8384440137,0,0,20.9232980948043,0
greedy,hilly,high,31547,0,2,1481.25,4.43498202521373,2.21749101260686,15.8766419189035,5,1023.6224843353,0,0,21.0317405733254,0
greedy,hilly,high,31547,0,3,1118.75,4.44894868440665,1.48298289480222,16.3906339234723,5,1030.18740055747,0,0,20.842025145684,1
greedy,hilly,high,31547,0,4,912.5,4.41102155038116,1.10275538759529,15.1913192461451,5,1098.47230924932,0,0,21.0750232556854,0
greedy,hilly,high,31547,0,5,850,4.42712831988305,0.88542566397661,14.4488863506568,5,1156.67777835989,1,0,29.3592990837555,0
greedy,hilly,high,31547,0,6,768.75,4.43443917317948,0.739073195529914,11.9931467732724,5,1336.3895905064,1,0,30.1842058706055,0
greedy,hilly,high,31547,0,7,725,4.4785640074221,0.639794858203157,11.5933752141633,5,1375.27189619961,1,0,30.4443720200921,0
greedy,hilly,high,31547,0,8,675,4.41090816518835,0.551363520648544,9.59451741861793,5,1509.73485236604,1,0,30.8941890876591,0
greedy,hilly,high,31547,0,9,656.25,4.48931106136899,0.49881234015211,11.9360365505425,5,1259.31041145874,1,0,30.3039827173432,0
greedy,hilly,high,31547,0,10,618.75,4.50075513184335,0.450075513184335,8.45231296402056,5,1662.69602813003,1,0,31.5643061107938,0
decentralized_greedy,hilly,low,32002,0,1,3362.5,4.4058026357687,4.4058026357687,23.2283464566929,5,748.91221548175,0,0,19.134058539716,0
decentralized_greedy,hilly,low,32002,0,2,1906.25,4.40817606671241,2.20408803335621,24.6344206974128,5,728.120336794523,0,0,18.389833562647,1
decentralized_greedy,hilly,low,32002,0,3,1393.75,4.41744757275325,1.47248252425108,21.5973003374578,5,763.471001388781,0,0,19.4599120054933,0
decentralized_greedy,hilly,low,32002,0,4,1162.5,4.40801554918423,1.10200388729606,21.8785151856018,5,751.448578492987,0,0,19.227149222553,0
decentralized_greedy,hilly,low,32002,0,5,1012.5,4.41253451691785,0.882506903383569,22.2159730033746,5,733.267181835398,1,0,27.0285444391291,0
decentralized_greedy,hilly,low,32002,0,6,912.5,4.40259984155628,0.73376664025938,21.3723284589426,5,747.311131912765,0,0,19.2906978690436,0
decentralized_greedy,hilly,low,32002,0,7,868.75,4.44902855056435,0.635575507223478,23.2283464566929,5,714.514769007809,1,0,26.7895906136404,0
decentralized_greedy,hilly,low,32002,0,8,800,4.46072704195449,0.557590880244311,20.5286839145107,5,770.393440466102,1,0,27.9490503280391,0
decentralized_greedy,hilly,low,32002,0,9,756.25,4.40252614217407,0.489169571352674,20.5286839145107,5,759.611238637952,1,0,27.585525745654,0
decentralized_greedy,hilly,low,32002,0,10,750,4.40231953631972,0.440231953631972,21.8785151856018,5,756.543188562249,0,0,19.1620865617133,0
decentralized_greedy,hilly,low,32003,0,1,3418.75,4.40282561133237,4.40282561133237,25.2105558674902,5,704.618845853782,0,0,18.3368332397529,1
decentralized_greedy,hilly,low,32003,0,2,1837.5,4.41639125456978,2.20819562728489,21.6732172936552,5,783.542443524273,0,0,19.5049259477474,0
decentralized_greedy,hilly,low,32003,0,3,1368.75,4.43279743827591,1.47759914609197,21.8416619876474,5,790.526632821251,0,0,19.4886012626718,0
decentralized_greedy,hilly,low,32003,0,4,1150,4.42468390351067,1.10617097587767,22.6838854576081,5,764.773436532871,0,0,19.074394549414,0
decentralized_greedy,hilly,low,32003,0,5,1006.25,4.42442553864233,0.884885107728466,22.7961819202695,5,752.603370931903,0,0,18.9756617834688,0
decentralized_greedy,hilly,low,32003,0,6,918.75,4.42809409895498,0.738015683159163,21.9539584503088,5,765.393002266448,0,0,19.2777527421326,0
decentralized_greedy,hilly,low,32003,0,7,843.75,4.45460699083441,0.636372427262059,21.5609208309938,5,781.085795067014,1,0,27.5674463091996,0
decentralized_greedy,hilly,low,32003,0,8,793.75,4.44927381904358,0.556159227380447,21.1117349803481,5,761.114458655295,0,0,19.5992861506461,0
decentralized_greedy,hilly,low,32003,0,9,750,4.40561615452775,0.489512906058639,20.2695115103874,5,772.07481811039,0,0,19.672822304182,0
decentralized_greedy,hilly,low,32003,0,10,718.75,4.46492041008789,0.446492041008789,18.6973610331275,5,783.148966066412,1,0,28.4650280182855,0
decentralized_greedy,hilly,low,32004,0,1,3268.75,4.40640679201907,4.40640679201907,22.5932109070673,5,742.868432383861,0,0,19.2469005677351,0
decentralized_greedy,hilly,low,32004,0,2,1906.25,4.40687632498405,2.20343816249203,23.8174735670562,5,711.383878647243,0,0,18.5433764768059,1
decentralized_greedy,hilly,low,32004,0,3,1412.5,4.423325258338,1.47444175277933,23.7061769616027,5,716.383184972415,0,0,18.6012586866318,0
decentralized_greedy,hilly,low,32004,0,4,1150,4.43305301168494,1.10826325292123,21.9254312743461,5,765.547409326044,0,0,19.3378487537657,0
decentralized_greedy,hilly,low,32004,0,5,993.75,4.44608169166924,0.889216338333848,21.5358931552588,5,784.195730743736,1,0,27.5692000559045,0
decentralized_greedy,hilly,low,32004,0,6,925,4.42499697966812,0.737499496611354,22.8714524207012,5,726.794355180606,0,0,18.8248405625864,0
decentralized_greedy,hilly,low,32004,0,7,837.5,4.46649964991938,0.638071378559911,21.0350584307179,5,787.029206645575,1,0,27.808109921765,0
decentralized_greedy,hilly,low,32004,0,8,781.25,4.44211781128482,0.555264726410602,20.4785754034502,5,782.819137806301,1,0,27.827813874869,0
decentralized_greedy,hilly,low,32004,0,9,750,4.44111283623003,0.493456981803337,21.3689482470785,5,759.058215468106,1,0,27.4565500758394,0
decentralized_greedy,hilly,low,32004,0,10,718.75,4.41720862083801,0.441720862083801,18.3639398998331,5,781.076112030142,1,0,28.3211344812602,0
decentralized_greedy,hilly,low,32005,0,1,3362.5,4.40814645376968,4.40814645376968,24.0090600226501,5,755.947324221892,0,0,18.8849904518246,1
decentralized_greedy,hilly,low,32005,0,2,1862.5,4.40911198364088,2.20455599182044,22.6500566251416,5,782.804754770358,0,0,19.1808593270931,0
decentralized_greedy,hilly,low,32005,0,3,1406.25,4.43058135082223,1.47686045027408,22.876557191393,5,771.445708926099,0,0,19.0828849631538,0
decentralized_greedy,hilly,low,32005,0,4,1137.5,4.43704763885042,1.1092619097126,21.8006795016988,5,779.630858098979,0,0,19.4251665734616,0
decentralized_greedy,hilly,low,32005,0,5,1000,4.42657256309751,0.885314512619502,21.1778029445074,5,754.501606133773,0,0,19.4436973980154,0
decentralized_greedy,hilly,low,32005,0,6,906.25,4.42188288356965,0.736980480594941,20.554926387316,5,747.222226642177,1,0,27.5669072186205,0
decentralized_greedy,hilly,low,32005,0,7,862.5,4.43939193797374,0.634198848281963,22.3669309173273,5,711.051984566165,0,0,18.9362369275177,0
decentralized_greedy,hilly,low,32005,0,8,800,4.40995631581045,0.551244539476306,20.8380520951302,5,732.954047468495,1,0,27.3579281978003,0
decentralized_greedy,hilly,low,32005,0,9,756.25,4.45196109773765,0.494662344193072,20.9513023782559,5,738.994411775761,1,0,27.5124338940064,0
decentralized_greedy,hilly,low,32005,0,10,731.25,4.48232633786025,0.448232633786025,21.3476783691959,5,720.919692755164,0,0,19.4369536065382,0
