planner,terrain,density,seed,obsFrac,numUAV,mission_time_s,fleet_energy_MJ,energy_per_UAV_MJ,HPC_pct,sorties,energy_per_bit_J,any_collision,met_hpc_target,composite_score,is_optimal_for_seed
priority,hilly,high,31045,0,10,3622.5,15.0337213867621,1.50337213867621,86.4895421141888,17,1341.28748392986,1,1,8.66580271960325,0
priority,hilly,high,31046,0,1,5848.75,10.5751182102068,10.5751182102068,85.1173440183171,12,1101.54915848719,0,1,0.411198348881643,0
priority,hilly,high,31046,0,2,4013.75,12.356977437074,6.17848871853701,86.090440755581,14,1107.89812087903,0,1,0.231521076360505,0
priority,hilly,high,31046,0,3,3126.25,12.3654729342055,4.12182431140184,86.5483686319405,14,1083.89089589309,0,1,0.0863111041927738,1
priority,hilly,high,31046,0,4,3423.75,13.2421583828462,3.31053959571154,87.2925014310246,15,1136.19471152413,1,1,8.20545454218116,0
priority,hilly,high,31046,0,5,3548.75,12.365045202812,2.4730090405624,85.0028620492272,14,1208.84940180065,1,1,8.22761077794182,0
priority,hilly,high,31046,0,6,3553.75,14.1390432593407,2.35650720989012,85.6325128792215,16,1198.09179549475,0,1,0.307045807079106,0
priority,hilly,high,31046,0,7,3471.25,13.270991510296,1.89585593004229,85.7469948483114,15,1272.84317900856,1,1,8.30048186075283,0
priority,hilly,high,31046,0,8,3867.5,14.1545213866832,1.7693151733354,85.0601030337722,16,1349.59113263439,1,1,8.4499657356982,0
priority,hilly,high,31046,0,9,4073.75,15.0336668665543,1.67040742961714,85.1173440183171,17,1412.21631118533,1,1,8.56236647764734,0
priority,hilly,high,31046,0,10,4742.5,16.7980303397978,1.67980303397978,86.7773325701202,19,1556.94981147249,1,1,8.83746556473829,0
priority,hilly,high,31047,0,1,5881.25,10.5802736218348,10.5802736218348,85.3535353535353,12,1121.93416971277,0,1,0.440143227249736,0
priority,hilly,high,31047,0,2,3755,11.4692474470777,5.73462372353884,85.9147025813693,13,1113.65399707496,0,1,0.222721863576917,0
priority,hilly,high,31047,0,3,3297.5,13.2710245461934,4.42367484873112,85.9147025813693,15,1121.60350597882,0,1,0.291449019569509,0
priority,hilly,high,31047,0,4,2747.5,11.487448003656,2.87186200091401,87.037037037037,13,1065.90399059694,0,1,0.0611377059005376,1
priority,hilly,high,31047,0,5,3482.5,13.2514093535914,2.65028187071827,87.2615039281706,15,1175.152088542,0,1,0.352106232599211,0
priority,hilly,high,31047,0,6,4107.5,14.133672572861,2.35561209547684,85.8024691358025,16,1314.66489023661,1,1,8.59129666842247,0
priority,hilly,high,31047,0,7,4423.75,15.0189600961096,2.14556572801566,86.1391694725028,17,1344.06329083425,1,1,8.71238901043847,0
priority,hilly,high,31047,0,8,3600,14.1384542075748,1.76730677594685,87.3737373737374,16,1279.3255619705,1,1,8.50152118247254,0
priority,hilly,high,31047,0,9,3650,14.1341233529354,1.57045815032616,86.3636363636364,16,1358.70815881111,1,1,8.5644856767231,0
priority,hilly,high,31047,0,10,4072.5,15.0317379111415,1.50317379111415,86.2514029180696,17,1484.6310059955,1,1,8.76912644595134,0
greedy,hilly,low,31502,0,1,2475,4.41914120553298,4.41914120553298,17.1717171717172,5,1077.0646719073,0,0,20.8051154989533,0
greedy,hilly,low,31502,0,2,1450,4.40017185263927,2.20008592631963,17.1156004489338,5,1107.61283227318,0,0,20.5600990163856,1
greedy,hilly,low,31502,0,3,1125,4.43555664075133,1.47851888025044,16.0493827160494,5,1161.64686639148,1,0,28.946529578871,0
greedy,hilly,low,31502,0,4,950,4.41565324924547,1.10391331231137,14.8709315375982,5,1228.35701798142,1,0,29.2416584174352,0
greedy,hilly,low,31502,0,5,843.75,4.44960999175457,0.889921998350913,15.0392817059484,5,1219.75288678527,0,0,21.2643537152377,0
greedy,hilly,low,31502,0,6,775,4.5006617078861,0.750110284647683,13.8047138047138,5,1312.07894257805,1,0,29.8262914375306,0
greedy,hilly,low,31502,0,7,737.5,4.4475088064652,0.635358400923601,12.962962962963,5,1381.46854351346,1,0,29.9526506468158,0
greedy,hilly,low,31502,0,8,693.75,4.43874818411455,0.554843523014319,11.6161616161616,5,1530.89343796686,1,0,30.4086116024617,0
greedy,hilly,low,31502,0,9,656.25,4.40122879113322,0.489025421237025,11.1672278338945,5,1588.80478794674,1,0,30.457068641276,0
greedy,hilly,low,31502,0,10,637.5,4.40326792814612,0.440326792814613,11.6161616161616,5,1542.86703288187,1,0,30.2974641417899,0
greedy,hilly,low,31503,0,1,3112.5,4.40493357514322,4.40493357514322,5.5365296803653,5,2603.50504313057,0,0,24.5390410958904,0
greedy,hilly,low,31503,0,2,1468.75,4.41164494750374,2.20582247375187,14.3264840182648,5,1107.73100108565,0,0,21.3713543598564,0
greedy,hilly,low,31503,0,3,1106.25,4.43283541645315,1.47761180548438,16.4954337899543,5,1019.11404201412,0,0,20.7007302100524,1
greedy,hilly,low,31503,0,4,918.75,4.43316701625972,1.10829175406493,10.216894977169,5,1396.05806201477,1,0,30.6263034750991,0
greedy,hilly,low,31503,0,5,825,4.42124911375651,0.884249822751303,13.3561643835616,5,1171.69146842011,1,0,29.595836522502,0
greedy,hilly,low,31503,0,6,762.5,4.41020402604762,0.735034004341269,12.2146118721461,5,1297.20154985241,0,0,21.9231789626647,0
greedy,hilly,low,31503,0,7,700,4.4054471555261,0.629349593646586,9.41780821917808,5,1634.71119857435,1,0,30.8036420053365,0
greedy,hilly,low,31503,0,8,681.25,4.46721130095122,0.558401412618902,11.8150684931507,5,1366.00013266429,1,0,30.1916823848426,0
greedy,hilly,low,31503,0,9,656.25,4.50152269920494,0.500169188800549,11.1872146118721,5,1408.00739013167,1,0,30.4734685869186,0
greedy,hilly,low,31503,0,10,631.25,4.51993574346532,0.451993574346532,8.27625570776256,5,1786.15838734366,1,0,31.4623609868482,0
greedy,hilly,low,31504,0,1,2387.5,4.420410889709,4.420410889709,16.6382737081204,5,1093.05297383713,0,0,21.0175766159134,0
