terrain,density,seed,numUAV,mission_time_s,fleet_energy_MJ,energy_per_UAV_MJ,HPC_pct,sorties,energy_per_bit_J,any_collision,met_hpc_target,composite_score,is_optimal_for_seed
flat,low,24006,11,3845,15.0242327106449,1.36583933733136,85.4974704890388,17,1417.97215966927,1,1,8.6558176202486,0
flat,low,24006,12,3888.75,15.94585405188,1.32882117099,85.5536818437324,18,1426.61755094355,1,1,8.72,0
flat,low,24007,1,5542.5,9.70644097063833,9.70644097063833,86.4232743867655,11,1075.3626257257,0,1,0.4,0
flat,low,24007,2,3802.5,11.4781526326909,5.73907631634543,85.5105533371363,13,1095.12554255315,0,1,0.210422405999873,0
flat,low,24007,3,3345,13.2487301598241,4.41624338660803,86.2521391899601,15,1089.43388201387,0,1,0.202516488545838,0
flat,low,24007,4,3301.25,13.2392024562581,3.30980061406451,86.594409583571,15,1132.62987738446,0,1,0.223633522750642,0
flat,low,24007,5,2956.25,13.2705491258527,2.65410982517053,86.4803194523674,15,1123.23538484409,0,1,0.165310872170176,1
flat,low,24007,6,3516.25,14.1420091275801,2.35700152126334,85.1112378779236,16,1222.56838151192,0,1,0.34963445252943,0
flat,low,24007,7,3290,14.1586111386635,2.02265873409478,85.9098687963491,16,1236.15245475504,1,1,8.3241473004784,0
flat,low,24007,8,3838.75,15.0400585284901,1.88000731606126,87.2789503707929,17,1293.31676029556,1,1,8.47953626441133,0
flat,low,24007,9,3347.5,14.1493716548156,1.57215240609062,87.2219053051911,16,1310.17899599899,1,1,8.38109212891813,0
flat,low,24007,10,4802.5,17.6669360859693,1.76669360859693,86.3662293211637,20,1534.21382814893,1,1,8.88486514234885,0
flat,low,24007,11,4447.5,17.6851123462079,1.6077374860189,86.2521391899601,20,1498.03381529209,1,1,8.80698808705452,0
